客户收入分布情况如何？请按每100为一个区间进行划分。\tSELECT width_bucket(total_revenue, 0, 10000, 100) * 100 as revenue_range,\n       count(*) as customer_count\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY 1
what combination of premium tech support and unlimited data leads to what % of churn\tSELECT premium_tech_support,\n       unlimited_data,\n       count(case when customer_status = 'Churned' then customer_id\n                  else null end)*100.0/count(*) as churn_percentage\nFROM   cutomer_retention.public.telecom_data t\nGROUP BY premium_tech_support, unlimited_data;
高端技术支持和无限数据组合导致多少百分比的客户流失？\tSELECT premium_tech_support,\n       unlimited_data,\n       count(case when customer_status = 'Churned' then customer_id\n                  else null end)*100.0/count(*) as churn_percentage\nFROM   cutomer_retention.public.telecom_data t\nGROUP BY premium_tech_support, unlimited_data;
Question 2: What is the tenure of the users who have churned due to a Competitor related issue. \tSELECT concat(floor(tenure_in_months/6) * 6,'-',\n             floor(tenure_in_months/6) * 6 + 5) as tenure_range,\n       count(distinct case when churn_reason ilike '%competitor%' and  customer_status ilike '%churn%' then customer_id\n        else null end) as churned_users\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY min(tenure_in_months)\n
问题2：因竞争对手相关问题而流失的用户，其使用期限是多久？\tSELECT concat(floor(tenure_in_months/6) * 6,'-',\n             floor(tenure_in_months/6) * 6 + 5) as tenure_range,\n       count(distinct case when churn_reason ilike '%competitor%' and  customer_status ilike '%churn%' then customer_id\n        else null end) as churned_users\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY min(tenure_in_months)\n
what are top 5 reasons for churn in the data ?\tSELECT churn_reason,\n       count(*) as total_churns\nFROM   cutomer_retention.public.telecom_data\nWHERE  customer_status = 'Churned'\nGROUP BY 1\nORDER BY 2 desc limit 5;
数据中客户流失的五大原因是什么？\tSELECT churn_reason,\n       count(*) as total_churns\nFROM   cutomer_retention.public.telecom_data\nWHERE  customer_status = 'Churned'\nGROUP BY 1\nORDER BY 2 desc limit 5;
plot tenure wise churn% as a bar chart, divide tenure into 10 buckets\tSELECT concat(floor(tenure_in_months/ 10) * 10,\n              '-',\n              floor(tenure_in_months/ 10) * 10 + 9) as tenure_range,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY 1
按租期划分的流失率条形图，将租期分为10个区间\tSELECT concat(floor(tenure_in_months/ 10) * 10,\n              '-',\n              floor(tenure_in_months/ 10) * 10 + 9) as tenure_range,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY 1
what are the 10 cities with most churned users in the 0-12 month tenure which have churned due to competitor related issue along with the overall churn percent in that city ? Plot churn % as a line, and the abs chured as a bar.\twith churn_data as (SELECT city,\n                           count(case when churn_reason ilike '%competitor%' and\n                                           customer_status = 'Churned' and\n                                           tenure_in_months between 0 and\n                                           12 then customer_id end) as churned_competitor_users,\n                           count(case when customer_status = 'Churned' and\n                                           tenure_in_months between 0 and\n                                           12 then customer_id end) as churned_users,\n                           count(case when tenure_in_months between 0 and\n                                           12 then customer_id end) as total_users\n                    FROM   cutomer_retention.public.telecom_data\n                    GROUP BY city)\nSELECT cd.city,\n       cd.churned_competitor_users,\n       cd.total_users,\n       cd.churned_users,\n       (cd.churned_users * 100.0 / cd.total_users) as overall_churn_percent\nFROM   churn_data cd\nWHERE  cd.churned_competitor_users is not null\nORDER BY cd.churned_competitor_users desc limit 10
以下是0-12个月内因竞争对手相关问题流失用户最多的10个城市，以及各城市的总体流失百分比：\n\n1. 城市A - 流失百分比：20%\n2. 城市B - 流失百分比：18%\n3. 城市C - 流失百分比：15%\n4. 城市D - 流失百分比：14%\n5. 城市E - 流失百分比：12%\n6. 城市F - 流失百分比：10%\n7. 城市G - 流失百分比：9%\n8. 城市H - 流失百分比：8%\n9. 城市I - 流失百分比：7%\n10. 城市J - 流失百分比：6%\n\n请绘制流失百分比为线条图，流失用户数为柱状图。\twith churn_data as (SELECT city,\n                           count(case when churn_reason ilike '%competitor%' and\n                                           customer_status = 'Churned' and\n                                           tenure_in_months between 0 and\n                                           12 then customer_id end) as churned_competitor_users,\n                           count(case when customer_status = 'Churned' and\n                                           tenure_in_months between 0 and\n                                           12 then customer_id end) as churned_users,\n                           count(case when tenure_in_months between 0 and\n                                           12 then customer_id end) as total_users\n                    FROM   cutomer_retention.public.telecom_data\n                    GROUP BY city)\nSELECT cd.city,\n       cd.churned_competitor_users,\n       cd.total_users,\n       cd.churned_users,\n       (cd.churned_users * 100.0 / cd.total_users) as overall_churn_percent\nFROM   churn_data cd\nWHERE  cd.churned_competitor_users is not null\nORDER BY cd.churned_competitor_users desc limit 10
What is the distribution offers have we given to the users with revenue less than 1500  v/s those for revenue more than 4000.\twith revenue as (SELECT customer_id,\n                        case when total_revenue  < 1500 then 'Less than 1500'\n                             when total_revenue  >= 1500 and total_revenue <= 4000 then '1500-4000'\n                             when total_revenue  >4000  then '>4000' end as bucket\n                  FROM   \n                        cutomer_retention.public.telecom_data\n                 )\nSELECT offer,\n       bucket,\n       count(*) as count\nFROM   cutomer_retention.public.telecom_data a\nLEFT JOIN revenue b \non a.customer_id = b.customer_id \nGROUP BY offer, bucket\nORDER BY count desc;
针对收入低于1500的用户与收入高于4000的用户，我们分别提供了哪些优惠方案？\twith revenue as (SELECT customer_id,\n                        case when total_revenue  < 1500 then 'Less than 1500'\n                             when total_revenue  >= 1500 and total_revenue <= 4000 then '1500-4000'\n                             when total_revenue  >4000  then '>4000' end as bucket\n                  FROM   \n                        cutomer_retention.public.telecom_data\n                 )\nSELECT offer,\n       bucket,\n       count(*) as count\nFROM   cutomer_retention.public.telecom_data a\nLEFT JOIN revenue b \non a.customer_id = b.customer_id \nGROUP BY offer, bucket\nORDER BY count desc;
Hey Vanna! What is the distribution of average revenue per user  ? \tSELECT width_bucket(total_revenue, 0, 10000, 20) *500 avg_revenue_bucket,\n       count(*) as user_count\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY 1
嗨，Vanna！每用户平均收入的分布情况如何？\tSELECT width_bucket(total_revenue, 0, 10000, 20) *500 avg_revenue_bucket,\n       count(*) as user_count\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY 1
what the 10 zipcodes with most customers and their churn%\tSELECT zip_code,\n       count(*) as total_customers,\n       count(case when customer_status = 'Churned' then customer_id\n                  else null end)*100.0/count(*) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nWHERE  zip_code is not null\nGROUP BY zip_code\nORDER BY 2 desc limit 10;
排名前十的邮编地区及其客户流失率\tSELECT zip_code,\n       count(*) as total_customers,\n       count(case when customer_status = 'Churned' then customer_id\n                  else null end)*100.0/count(*) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nWHERE  zip_code is not null\nGROUP BY zip_code\nORDER BY 2 desc limit 10;
